연번,시군명,업체명,소재지,사육업종,등록 또는 허가여부,데이터기준일자,매칭_상호,매칭_카테고리,매칭_지번주소,매칭_도로명주소,위도,경도
562,김제시,상영농장,전북특별자치도 김제시 부량면 용성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
563,김제시,한마음농장,전북특별자치도 김제시 부량면 신용리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
564,김제시,신정농장,전북특별자치도 김제시 부량면 옥정리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
565,김제시,신정농장,전북특별자치도 김제시 부량면 옥정리 ***번지 **호 **.** ,한우,허가,2025-05-15,,,,,,
566,김제시,정산농장,전북특별자치도 김제시 부량면 옥정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
567,김제시,사정농장,전북특별자치도 김제시 부량면 옥정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
568,김제시,부량농장,전북특별자치도 김제시 부량면 옥정리 ***번지 **호  ,한우,허가,2025-05-15,함초롱농장,농업>과실재배,전북특별자치도 김제시 부량면 신두리 626-4,전북특별자치도 김제시 부량면 신두1길 47,35.733643,126.8670188
569,김제시,행복농장,전북특별자치도 김제시 부량면 신두리 **번지  ,한우,허가,2025-05-15,,,,,,
570,김제시,백제농장,전북특별자치도 김제시 공덕면 공덕리 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
571,김제시,환길농장,전북특별자치도 김제시 공덕면 황산리 ****번지 *호  ,돼지,허가,2025-05-15,,,,,,
572,김제시,상미농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 *호  ,돼지,등록 ,2025-05-15,,,,,,
573,김제시,백제농장,전북특별자치도 김제시 공덕면 황산리 ****번지 *호  ,돼지,허가,2025-05-15,,,,,,
574,김제시,깨비농장,전북특별자치도 김제시 공덕면 회룡리 ***번지  ,돼지,허가,2025-05-15,,,,,,
575,김제시,새운농장,전북특별자치도 김제시 공덕면 공덕리 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
576,김제시,새운2농장,전북특별자치도 김제시 공덕면 공덕리 ***번지  ,돼지,허가,2025-05-15,,,,,,
577,김제시,정말농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 *호 외*필지 ,돼지,허가,2025-05-15,,,,,,
578,김제시,관호농장,전북특별자치도 김제시 공덕면 황산리 **번지 *호  ,돼지,허가,2025-05-15,,,,,,
579,김제시,JK농장,전북특별자치도 김제시 공덕면 황산리 ****번지 *호  ,돼지,허가,2025-05-15,,,,,,
580,김제시,하나농장2,전북특별자치도 김제시 공덕면 황산리 **번지 *호  ,돼지,허가,2025-05-15,,,,,,
581,김제시,하나농장,전북특별자치도 김제시 공덕면 황산리 **-* ,돼지,허가,2025-05-15,하나농장,축산업>양돈업,전북특별자치도 김제시 공덕면 황산리 380-4,,35.8676562,126.9275488
582,김제시,준영농장,전북특별자치도 김제시 공덕면 공덕리 ***번지  ,돼지,허가,2025-05-15,,,,,,
583,김제시,은성농장,전북특별자치도 김제시 공덕면 동계리 ****번지  ,메추리,등록 ,2025-05-15,은성농장,"쇼핑,유통>육류",전북특별자치도 김제시 공덕면 동계리 1253,전북특별자치도 김제시 공덕면 청공로 773-13,35.8923927,126.9033265
584,김제시,선주농장,전북특별자치도 김제시 공덕면 회룡리 ****번지 (****번지) ,오리,허가,2025-05-15,,,,,,
585,김제시,박의사농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 *호 외*필지 ,오리,허가,2025-05-15,,,,,,
586,김제시,혜지경농장,전북특별자치도 김제시 공덕면 동계리 ****번지 (****) ,오리,허가,2025-05-15,,,,,,
587,김제시,창훈농장,"전북특별자치도 김제시 공덕면 동계리 ***번지 *호 (***-*, ****-**, ****-*, ****) ",오리,허가,2025-05-15,,,,,,
588,김제시,현주농장,전북특별자치도 김제시 공덕면 공덕리 ***번지 *호  ,육계,허가,2025-05-15,현주농장,"시설,건물>농공시설",전북특별자치도 김제시 공덕면 공덕리 572-4,전북특별자치도 김제시 공덕면 대산3길 222,35.8789802,126.8974851
589,김제시,공덕농장,전북특별자치도 김제시 공덕면 제말리 *번지 *호  ,종계/산란계,허가,2025-05-15,단야농장,"여행,명소>체험여행",전북특별자치도 김제시 공덕면 제말리 45,전북특별자치도 김제시 공덕면 회룡길 100-21,35.8930836,126.8966553
590,김제시,이성농장,전북특별자치도 김제시 공덕면 저산리 ***번지  ,종계/산란계,허가,2025-05-15,,,,,,
591,김제시,태성농장,전북특별자치도 김제시 공덕면 제말리 *번지 *호 (*-*) ,종계/산란계,허가,2025-05-15,,,,,,
592,김제시,서가네알농장,전북특별자치도 김제시 공덕면 황산리 ****번지 *호 (****-*) ,종계/산란계,허가,2025-05-15,,,,,,
593,김제시,번지농장,전북특별자치도 김제시 공덕면 동계리 ***번지 *호  ,종계/산란계,허가,2025-05-15,,,,,,
594,김제시,신성농장,전북특별자치도 김제시 공덕면 공덕리 ***번지 *호  ,종계/산란계,허가,2025-05-15,,,,,,
595,김제시,은성축산,전북특별자치도 김제시 공덕면 동계리 ****번지  ,종계/산란계,허가,2025-05-15,은성농장,"쇼핑,유통>육류",전북특별자치도 김제시 공덕면 동계리 1253,전북특별자치도 김제시 공덕면 청공로 773-13,35.8923927,126.9033265
596,김제시,성립농장,전북특별자치도 김제시 공덕면 황산리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
597,김제시,김병곤농장,전북특별자치도 김제시 공덕면 공덕리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
598,김제시,선옥농장,전북특별자치도 김제시 공덕면 회룡리 ***번지  ,한우,허가,2025-05-15,,,,,,
599,김제시,김숭농장,전북특별자치도 김제시 공덕면 회룡리 ***번지  ,한우,허가,2025-05-15,,,,,,
600,김제시,전원목장,전북특별자치도 김제시 공덕면 황산리 ****번지  ,한우,등록 ,2025-05-15,,,,,,
601,김제시,금이농장,전북특별자치도 김제시 공덕면 공덕리 ****번지 *호  ,한우,등록 ,2025-05-15,,,,,,
602,김제시,현기농장,전북특별자치도 김제시 공덕면 저산리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
603,김제시,상조농장,"전북특별자치도 김제시 공덕면 제말리 ***번지 (***-*, ***-**, ***, ***-**) ",한우,허가,2025-05-15,,,,,,
604,김제시,천지영농장,"전북특별자치도 김제시 공덕면 제말리 ***번지 ,*** ",한우,허가,2025-05-15,,,,,,
605,김제시,송지농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 *호 ***-* ,한우,등록 ,2025-05-15,,,,,,
606,김제시,승주농장,전북특별자치도 김제시 공덕면 제말리 ***번지  ,한우,허가,2025-05-15,,,,,,
607,김제시,정현농장,전북특별자치도 김제시 공덕면 공덕리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
608,김제시,동산농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 산**-* ,한우,등록 ,2025-05-15,,,,,,
609,김제시,성문농장,전북특별자치도 김제시 공덕면 동계리 ****번지  ,한우,등록 ,2025-05-15,,,,,,
610,김제시,박유석농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
611,김제시,성실농장,전북특별자치도 김제시 공덕면 마현리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
612,김제시,두산농장,전북특별자치도 김제시 공덕면 제말리 ***번지  ,한우,허가,2025-05-15,,,,,,
613,김제시,희망농장,전북특별자치도 김제시 공덕면 저산리 ***번지  ,한우,허가,2025-05-15,,,,,,
614,김제시,서원농장,전북특별자치도 김제시 공덕면 저산리 ***번지  ,한우,허가,2025-05-15,,,,,,
615,김제시,송산영농조합법인,전북특별자치도 김제시 공덕면 회룡리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
616,김제시,연옥농장,전북특별자치도 김제시 공덕면 공덕리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
617,김제시,재근농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 외*필지 ,한우,등록 ,2025-05-15,,,,,,
618,김제시,공덕축산,전북특별자치도 김제시 공덕면 공덕리 *** 외 *번지 ,한우,허가,2025-05-15,,,,,,
619,김제시,우영농장,전북특별자치도 김제시 공덕면 공덕리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
620,김제시,인환농장,전북특별자치도 김제시 공덕면 황산리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
621,김제시,상방농장,"전북특별자치도 김제시 공덕면 제말리 ***번지 **호 (***-*, ***-**) ",한우,허가,2025-05-15,,,,,,
622,김제시,마니농장,전북특별자치도 김제시 공덕면 동계리 ***번지  ,한우,허가,2025-05-15,,,,,,
623,김제시,외황농장,전북특별자치도 김제시 공덕면 황산리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
624,김제시,승리농장,전북특별자치도 김제시 공덕면 황산리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
625,김제시,보람농장,"전북특별자치도 김제시 공덕면 황산리 ****번지 *호 , ****-*호 ",한우,허가,2025-05-15,,,,,,
626,김제시,JK농장,전북특별자치도 김제시 공덕면 황산리 **번지 **호  ,한우,허가,2025-05-15,,,,,,
627,김제시,정우농장,전북특별자치도 김제시 공덕면 황산리 ****번지  ,한우,허가,2025-05-15,정우농장,"쇼핑,유통>과일",전북특별자치도 김제시 용지면 장신리 54-42,전북특별자치도 김제시 용지면 용지로 1009,35.8596761,127.0035221
628,김제시,해성농장,전북특별자치도 김제시 공덕면 제말리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
629,김제시,세영농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
630,김제시,태화농장,전북특별자치도 김제시 공덕면 동계리 **번지  ,한우,등록 ,2025-05-15,,,,,,
631,김제시,중귤농장,전북특별자치도 김제시 공덕면 황산리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
632,김제시,왕궁농장,전북특별자치도 김제시 공덕면 회룡리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
633,김제시,정원농장,전북특별자치도 김제시 공덕면 제말리 ***번지 *호 (***) ,한우,허가,2025-05-15,,,,,,
634,김제시,제일농장,전북특별자치도 김제시 공덕면 황산리 산 **번지 *호 중촌 ,한우,등록 ,2025-05-15,,,,,,
635,김제시,도윤농장,전북특별자치도 김제시 공덕면 동계리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
636,김제시,늘찬들농장,"전북특별자치도 김제시 공덕면 회룡리 ***번지 *호 (***-*, ***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
637,김제시,중앙농장,전북특별자치도 김제시 공덕면 회룡리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
638,김제시,송이농장,전북특별자치도 김제시 공덕면 회룡리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
639,김제시,창권농장,전북특별자치도 김제시 공덕면 황산리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
640,김제시,해광농장,전북특별자치도 김제시 공덕면 황산리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
641,김제시,인우농장,전북특별자치도 김제시 공덕면 동계리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
642,김제시,형제축산,전북특별자치도 김제시 청하면 대청리 ***번지  ,돼지,허가,2025-05-15,,,,,,
643,김제시,서해축산,전북특별자치도 김제시 청하면 월현리 ***번지  ,돼지,허가,2025-05-15,,,,,,
644,김제시,도담팜,"전북특별자치도 김제시 청하면 관상리 *번지 *호 , ****-* ",돼지,허가,2025-05-15,도담팜,축산업>양돈업,전북특별자치도 김제시 청하면 관상리 6-1,전북특별자치도 김제시 청하면 산치1길 215-5,35.86672,126.864123
645,김제시,(주)행복한농장(청하농장),"전북특별자치도 김제시 청하면 동지산리 ***번지 *호 (***-*, ***, ***, ***-*, ***-*, ***-*) ",돼지,허가,2025-05-15,,,,,,
646,김제시,거산사슴농장,전북특별자치도 김제시 청하면 장산리 ***번지  ,사슴,등록 ,2025-05-15,,,,,,
647,김제시,한반농장,전북특별자치도 김제시 청하면 장산리 *번지  ,오리,허가,2025-05-15,,,,,,
648,김제시,대홍농장,전북특별자치도 김제시 청하면 관상리 ***번지 (***) ,육계,허가,2025-05-15,,,,,,
649,김제시,청하농장,"전북특별자치도 김제시 청하면 동지산리 ***번지 *호 (***-*, ***-*) ",육계,허가,2025-05-15,,,,,,
650,김제시,이상농장,전북특별자치도 김제시 청하면 대청리 ***번지 **호  ,육계,허가,2025-05-15,,,,,,
651,김제시,관상농장,"전북특별자치도 김제시 청하면 관상리 ***번지 (***, ***-*, ***-*, ***-*, ***) ",육계,허가,2025-05-15,,,,,,
652,김제시,수빈농장,전북특별자치도 김제시 청하면 장산리 ***번지 **호  ,육계,허가,2025-05-15,,,,,,
653,김제시,만석양계장,"전북특별자치도 김제시 청하면 대청리 ***번지 *호 (***-*, ***-*, ***-*, ***-**, ***-**, ***-**) ",육계,허가,2025-05-15,,,,,,
654,김제시,규석농장,전북특별자치도 김제시 청하면 관상리 **번지 *호  ,육계,허가,2025-05-15,,,,,,
655,김제시,수빈농장,전북특별자치도 김제시 청하면 장산리 ***번지 **호 외*필 ,육계,허가,2025-05-15,,,,,,
656,김제시,방면농장,"전북특별자치도 김제시 청하면 동지산리 ***번지 (***-**, ***-**, ***-*, ***-*, ***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
657,김제시,청흥농장,"전북특별자치도 김제시 청하면 동지산리 ***번지 *호 (***-*, ***-**, ***-**, ***-**) ",한우,허가,2025-05-15,,,,,,
658,김제시,마루농장,전북특별자치도 김제시 청하면 월현리 **번지  ,한우,허가,2025-05-15,마루농장,축산업>낙농업,전북특별자치도 김제시 청하면 월현리 83,전북특별자치도 김제시 청하면 월현3길 68-46,35.8784078,126.875552
659,김제시,믿음농장,전북특별자치도 김제시 청하면 장산리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
660,김제시,현아농장,전북특별자치도 김제시 청하면 월현리 ***번지 *호  ,한우,허가,2025-05-15,현아농장,"서비스,산업>축산업",전북특별자치도 김제시 청하면 관상리 1069-2,전북특별자치도 김제시 청하면 백산로 781-27,35.8746356,126.8597831
661,김제시,귀자농장,"전북특별자치도 김제시 청하면 장산리 ***번지 (***-*, ***-*, ***-**, ****-*, ****-*) ",한우,허가,2025-05-15,,,,,,
662,김제시,정열농장,전북특별자치도 김제시 청하면 월현리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
663,김제시,준농장,전북특별자치도 김제시 청하면 대청리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
664,김제시,금정축산,전북특별자치도 김제시 청하면 월현리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
665,김제시,박충농장,전북특별자치도 김제시 청하면 월현리 ***번지  ,한우,허가,2025-05-15,,,,,,
666,김제시,영생농장,전북특별자치도 김제시 청하면 월현리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
667,김제시,제2성원농장,전북특별자치도 김제시 청하면 월현리  ,한우,등록 ,2025-05-15,,,,,,
